"ID","Name","RA","DEC","Obj. Type","Repeater of Primary Burst","DM","DM-Err","DM-Units","Gal. DM Limit","Gal. DM Model","Barycentric Datetime","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"151759","AT 2024jfj","17:53:22.394","+53:09:28.99","","","","","","","","","","","","ZTF","ZTF","","ZTF","ZTF24aaoqhsc","P48 - ZTF-Cam","","1","1","","20.3133","r-ZTF","2024-05-17 08:47:52.995","Fritz","","2024TNSTR1616....1H","",""
"151758","AT 2024jfi","11:10:31.050","-44:27:40.38","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bzw","GOTO-S - GOTO-4","","1","1","","18.77","L-GOTO","2024-05-20 08:54:29.952","GOTO_bot","","2024TNSTR1614....1U","",""
"151757","AT 2024jfh","21:55:21.299","+09:21:59.92","","","","","","","","","","","","ZTF","ZTF","","ZTF","ZTF24aaooxcd","P48 - ZTF-Cam","","1","1","","19.0588","g-ZTF","2024-05-20 10:23:08.001","Fritz","","2024TNSTR1617....1H","",""
"151756","AT 2024jfg","17:43:30.983","+39:01:21.90","","","","","","","","","","","","ZTF","ZTF","","ZTF","ZTF24aaoosca","P48 - ZTF-Cam","","1","1","","20.5073","g-ZTF","2024-05-18 08:39:49.000","Fritz","","2024TNSTR1615....1S","",""
"151755","AT 2024jff","02:38:55.325","-30:37:51.35","","","","","","","","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24hnr","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","17.941","orange-ATLAS","2024-05-22 03:44:15.936","ATLAS_Bot1","","2024TNSTR1613....1T","",""
"151754","AT 2024jfe","20:23:58.238","+00:09:51.70","","","","","","","","","","","","AMPEL","ZTF","","AMPEL","ZTF24aaoaghn","P48 - ZTF-Cam","","1","1","","18.94","r-ZTF","2024-05-20 09:40:27.840","ZTF_AMPEL_NEW","","2024TNSTR1612....1N","",""
"151753","AT 2024jfd","00:17:25.485","+28:59:38.95","","","","","","","","","","","","ZTF","ZTF","","ZTF","ZTF24aaonmdi","P48 - ZTF-Cam","","1","1","","20.1134","r-ZTF","2024-05-14 11:20:33.002","Fritz","","2024TNSTR1609....1R","",""
"151752","AT 2024jfc","00:50:25.074","+24:31:17.35","","","","","","","","","","","","ZTF","ZTF","","ZTF","ZTF24aanucro","P48 - ZTF-Cam","","1","1","","18.8727","r-ZTF","2024-05-14 11:30:51.998","Fritz","","2024TNSTR1609....1R","",""
"151751","AT 2024jfb","09:12:16.348","+41:31:33.76","","","","","","","","","","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","","ATLAS; Pan-STARRS","ATLAS24hnm","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS2 - GPC2","","1","1","","18.541","orange-ATLAS","2024-05-21 06:19:20.352","ATLAS_Bot1","","2024TNSTR1600....1T","",""
"151750","AT 2024jfa","15:56:40.258","+32:30:02.79","","","","","","","","","","SDSS J155640.07+323005.2","0.41376","ALeRCE","ZTF","","ALeRCE","ZTF24aaoqbsx","P48 - ZTF-Cam","","1","1","","19.2647","r-ZTF","2024-05-21 08:41:50.997","ALeRCE","","2024TNSTR1598....1F","",""
"151749","AT 2024jez","20:51:37.341","+22:17:19.88","","","","","","","","","","WISEA J205137.44+221720.0","","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24aaoqram","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.871","g-ZTF","2024-05-21 11:04:13.002","ALeRCE","","2024TNSTR1598....1F","",""
"151748","AT 2024jey","18:03:26.371","-09:42:13.29","","","","","","","","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24hnj","ATLAS-STH - ATLAS-03","","1","1","","18.282","orange-ATLAS","2024-05-20 23:08:05.280","ATLAS_Bot1","","2024TNSTR1600....1T","",""
"151747","AT 2024jex","00:58:25.641","-09:06:30.67","","","","","","","","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24hnh","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03","","1","1","","18.34","orange-ATLAS","2024-05-21 03:37:59.232","ATLAS_Bot1","","2024TNSTR1600....1T","",""
"151052","AT 2024iew","10:58:16.579","+38:51:46.18","","","","","","","","","","","","YSE, ALeRCE, GOTO","Pan-STARRS, ZTF, GOTO","","ALeRCE; GOTO; Pan-STARRS; YSE","PS24cgm","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.4","r-P1","2024-05-06 06:04:27.840","YSE_Bot1","","2024TNSTR1406....1J","",""
"151042","SN 2024iem","15:03:19.090","+52:15:54.70","SN Ia","","","","","","","","0.075428","","","ZTF, GOTO, ATLAS","ZTF, GOTO, ATLAS","ZTF","ATLAS; GOTO; ZTF","ZTF24aalywdn","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.424","g-ZTF","2024-05-03 08:51:36.002","Fritz","","2024TNSTR1407....1S","2024TNSCR1467....1F",""
"151040","AT 2024iek","16:49:56.531","+23:23:38.93","","","","","","","","","","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","","ATLAS; GOTO; ZTF","ZTF24aalqgjr","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","20.1315","g-ZTF","2024-05-01 08:49:25.996","Fritz","","2024TNSTR1407....1S","",""
"151038","SN 2024iei","15:39:48.486","+42:17:43.75","SN Ia","","","","","","","","0.054","","","ZTF, ATLAS, Pan-STARRS, GOTO","ZTF, ATLAS, Pan-STARRS, GOTO","None","ATLAS; GOTO; Pan-STARRS; ZTF","ZTF18aawfqax","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam, PS2 - GPC2","NOT - ALFOSC","1","1","","19.8013","g-ZTF","2024-05-03 08:52:18.001","Fritz","","2024TNSTR1407....1S","2024TNSCR1433....1M",""
"151037","AT 2024ieh","13:07:41.512","-09:46:14.00","","","","","","","","","","","","GOTO, Pan-STARRS","GOTO, Pan-STARRS","","GOTO; Pan-STARRS","GOTO24atg","GOTO-S - GOTO-4, PS2 - GPC2","","1","1","","18.9","L-GOTO","2024-04-28 12:26:29.760","GOTO_bot","","2024TNSTR1401....1G","",""
"151036","AT 2024ieg","15:39:10.250","-01:36:37.93","","","","","","","","","","","","GOTO, ATLAS, BlackGEM","GOTO, ATLAS, BlackGEM","","ATLAS; BlackGEM; GOTO","GOTO24bcr","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, BG4 - BlackGEM-Cam4, GOTO-N - GOTO-1, GOTO-S - GOTO-4","","1","1","","19.31","L-GOTO","2024-05-02 00:08:58.272","GOTO_bot","","2024TNSTR1401....1G","",""
"151035","AT 2024ief","20:12:09.069","-14:48:22.90","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bel","GOTO-N - GOTO-2, GOTO-S - GOTO-3","","1","1","","19.67","L-GOTO","2024-05-05 04:55:27.552","GOTO_bot","","2024TNSTR1403....1B","",""
"151034","AT 2024iee","13:35:19.485","+26:25:37.70","","","","","","","","","","","","GOTO, Pan-STARRS","GOTO, Pan-STARRS","","GOTO; Pan-STARRS","GOTO24bgp","GOTO-N - GOTO-1, PS1 - GPC1","","1","1","","19.63","L-GOTO","2024-05-05 22:17:19.680","GOTO_bot","","2024TNSTR1403....1B","",""
"151033","AT 2024ied","14:08:38.258","+44:00:08.49","","","","","","","","","","","","GOTO, ATLAS, Pan-STARRS","GOTO, ATLAS, Pan-STARRS","","ATLAS; GOTO; Pan-STARRS","GOTO24bhe","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, PS2 - GPC2","","1","1","","18.94","L-GOTO","2024-05-05 23:20:54.240","GOTO_bot","","2024TNSTR1402....1R","",""
"151032","AT 2024iec","21:33:27.750","-07:00:38.94","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bhd","GOTO-S - GOTO-4","","1","1","","18.96","L-GOTO","2024-04-27 18:38:02.688","GOTO_bot","","2024TNSTR1402....1R","",""
"151020","AT 2024idq","14:28:40.403","-21:03:15.91","","","","","","","","","","","","Pan-STARRS, GOTO","Pan-STARRS, GOTO","","GOTO; Pan-STARRS","PS24cfw","GOTO-N - GOTO-1, GOTO-S - GOTO-4, PS1 - GPC1","","1","1","","20.24","w-P1","2024-05-03 09:35:40.992","PS1_Bot1","","2024TNSTR1395....1C","",""
"151018","AT 2024ido","19:02:52.174","-13:50:58.46","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24beq","GOTO-N - GOTO-2, GOTO-S - GOTO-4","","1","1","","17.94","L-GOTO","2024-05-05 04:09:30.528","GOTO_bot","","2024TNSTR1394....1R","",""
"151011","AT 2024idh","17:52:26.800","-48:36:18.18","","","","","","","","","","","","ATLAS, GaiaAlerts, GOTO","ATLAS, GaiaAlerts, GOTO","","ATLAS; GaiaAlerts; GOTO","ATLAS24gva","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.049","cyan-ATLAS","2024-05-03 23:14:35.808","ATLAS_Bot1","","2024TNSTR1392....1T","",""
"151003","SN 2024ida","15:06:42.865","+40:34:48.77","SN Ia","","","","","","","","0.03","","","Pan-STARRS, GOTO","Pan-STARRS, GOTO","TCD","GOTO; Pan-STARRS","PS24cfq","GOTO-N - GOTO-1, GOTO-N - GOTO-2, PS2 - GPC2","LT - SPRAT","1","1","","19.62","w-P1","2024-05-03 11:06:25.056","PS1_Bot1","","2024TNSTR1395....1C","2024TNSCR1501....1T",""
"150993","AT 2024icq","16:20:03.659","-00:14:18.68","","","","","","","","","","SDSS J162003.73-001419.3","","ALeRCE, Pan-STARRS, YSE, GOTO","ZTF, Pan-STARRS, GOTO","","ALeRCE; GOTO; Pan-STARRS; YSE","ZTF24aalhjgr","GOTO-N - GOTO-1, GOTO-S - GOTO-4, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","19.9818","g-ZTF","2024-04-30 08:59:43.999","ALeRCE","","2024TNSTR1375....1F","",""
"150975","AT 2024iby","12:10:38.021","-16:40:14.31","","","","","","","","","","","","ALeRCE, Pan-STARRS, GOTO","ZTF, Pan-STARRS, GOTO","","ALeRCE; GOTO; Pan-STARRS","ZTF24aamdmzj","GOTO-S - GOTO-4, P48 - ZTF-Cam, PS1 - GPC1","","1","1","","20.7963","g-ZTF","2024-05-01 07:02:23.004","ALeRCE","","2024TNSTR1375....1F","",""
"150970","AT 2024ibt","16:39:27.157","+71:47:57.25","","","","","","","","","","WISEA J163926.57+714800.4","","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24aamfhof","GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","20.5463","g-ZTF","2024-05-01 08:37:03.000","ALeRCE","","2024TNSTR1375....1F","",""
"150962","AT 2024ibl","17:43:52.944","+21:29:16.14","","","","","","","","","","WISEA J174353.04+212908.3","","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24aamgsrg","GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","20.7776","g-ZTF","2024-05-02 10:10:33.004","ALeRCE","","2024TNSTR1375....1F","",""
"150958","AT 2024ibh","16:15:45.346","+11:54:07.19","","","","","","","","","","SDSS J161545.24+115408.8","","ALeRCE, Pan-STARRS, GOTO","ZTF, Pan-STARRS, GOTO","","ALeRCE; GOTO; Pan-STARRS","ZTF24aamhcur","GOTO-N - GOTO-1, P48 - ZTF-Cam, PS1 - GPC1","","1","1","","21.0436","g-ZTF","2024-04-29 07:26:49.004","ALeRCE","","2024TNSTR1375....1F","",""
"150957","AT 2024ibg","16:43:33.631","+23:42:44.50","","","","","","","","","","SDSS J164333.68+234246.1","","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24aamhfaf","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","20.7412","g-ZTF","2024-05-01 08:11:15.999","ALeRCE","","2024TNSTR1375....1F","",""
"150946","SN 2024iaz","12:50:34.860","-24:58:16.32","SN Ia","","","","","","","","0.085","","","ZTF, GOTO, Fink","ZTF, GOTO","DEbass, ZTF","Fink; GOTO; ZTF","ZTF24aamdfll","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","ANU-2.3m - WiFeS, P60 - SEDM","1","1","","19.5378","r-ZTF","2024-05-04 06:02:19.000","Fritz","","2024TNSTR1386....1G","2024TNSCR1545....1M, 2024TNSCR1550....1J",""
"150935","AT 2024iao","17:09:28.582","+22:41:33.10","","","","","","","","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO; ZTF","ZTF24aalqimg","GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","19.8754","g-ZTF","2024-05-01 08:49:25.996","Fritz","","2024TNSTR1385....1G","",""
"150929","AT 2024iai","10:27:04.384","+31:02:06.02","","","","","","","","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO; ZTF","ZTF24aalqzri","GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.3626","g-ZTF","2024-05-02 06:08:41.000","Fritz","","2024TNSTR1389....1B","",""
"150923","AT 2024iad","11:59:56.172","+22:11:28.15","","","","","","","","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO; ZTF","ZTF24aalrjzr","GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","19.3835","g-ZTF","2024-05-04 07:11:00.384","ZTF_CLU_PUBLIC","","2024TNSTR1388....1D","",""
"150899","AT 2024hzf","20:59:16.507","+29:37:33.52","","","","","","","","","","","","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24aalmyfv","GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.8781","r-ZTF","2024-04-30 10:46:48.996","ALeRCE","","2024TNSTR1341....1M","",""
"150898","SN 2024hze","17:22:44.261","+60:36:45.07","SN Ia","","","","","","","","0.07","SDSS J172244.48+603642.5","","ALeRCE, GOTO, ATLAS","ZTF, GOTO, ATLAS","None","ALeRCE; ATLAS; GOTO","ZTF24aalqscn","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam","NOT - ALFOSC","1","1","","19.7339","g-ZTF","2024-05-03 09:18:31.000","ALeRCE","","2024TNSTR1341....1M","2024TNSCR1433....1M",""
"150897","AT 2024hzd","10:29:33.037","+76:03:53.48","","","","","","","","","","WISEA J102933.35+760352.4","","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24aalrldn","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","20.7788","r-ZTF","2024-05-01 05:58:29.004","ALeRCE","","2024TNSTR1341....1M","",""
"150896","AT 2024hzc","14:42:04.185","+09:25:35.20","","","","","","","","","","SDSS J144204.26+092535.8","","ALeRCE, Pan-STARRS, YSE, GOTO","ZTF, Pan-STARRS, GOTO","","ALeRCE; GOTO; Pan-STARRS; YSE","ZTF24aalrmff","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","","1","1","","21.0329","g-ZTF","2024-04-30 08:04:47.001","ALeRCE","","2024TNSTR1341....1M","",""
"150889","AT 2024hyv","10:55:29.032","+66:37:01.10","","","","","","","","","","SDSS J105528.66+663701.7","","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24aalxmuu","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","20.3684","g-ZTF","2024-05-01 07:07:04.996","ALeRCE","","2024TNSTR1341....1M","",""
"150887","AT 2024hyt","18:21:18.550","+74:21:57.56","","","","","","","","","","WISEA J182119.45+742153.2","","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24aalzhlp","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","20.2526","g-ZTF","2024-05-03 08:55:48.999","ALeRCE","","2024TNSTR1341....1M","",""
"150876","AT 2024hyi","18:54:18.313","+43:19:32.80","","","","","","","","","","","","ZTF, Fink, GOTO","ZTF, GOTO","","Fink; GOTO; ZTF","ZTF24aalndam","GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","20.0868","g-ZTF","2024-04-30 11:15:14.999","Fritz","","2024TNSTR1364....1R","",""
"150875","SN 2024hyh","19:19:06.009","+47:35:51.81","SN Ia","","","","","","","","0.045","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","ZTF, None","ATLAS; GOTO; ZTF","ZTF24aambaia","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","NOT - ALFOSC, P60 - SEDM","1","1","","20.7739","g-ZTF","2024-04-30 11:15:55.995","Fritz","","2024TNSTR1364....1R","2024TNSCR1423....1C, 2024TNSCR1433....1M",""
"150871","AT 2024hyd","21:10:49.620","+35:07:47.70","","","","","","","","","","","","GEOTS, GOTO","GEOTS, GOTO","","GEOTS; GOTO","GEOTS-Balaji-2024-006","GOTO-N - GOTO-2, Other - Other","","1","1","","17.5","Other-","2024-05-03 09:51:15.000","Kumar","","2024TNSTR1355....1K","",""
"150859","AT 2024hxt","14:03:09.032","+23:38:38.12","","","","","","","","","","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","","ATLAS; GOTO; ZTF","ZTF24aajhkzp","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","20.6353","g-ZTF","2024-04-13 08:07:48.000","Fritz","","2024TNSTR1361....1P","",""
"150854","AT 2024hxo","09:47:25.629","-23:38:13.10","","","","","","","","","","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","","ATLAS; GOTO; ZTF","ZTF24aalvyvv","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4, P48 - ZTF-Cam","","1","1","","20.062","g-ZTF","2024-04-29 03:50:22.004","Fritz","","2024TNSTR1361....1P","",""
"150852","AT 2024hxm","07:42:06.666","+22:33:21.24","","","","","","","","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO; ZTF","ZTF24aakzycd","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.4069","g-ZTF","2024-04-29 04:21:21.003","Fritz","","2024TNSTR1365....1R","",""
"150836","AT 2024hww","11:42:23.708","-42:19:35.20","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24gpk","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.601","orange-ATLAS","2024-05-02 02:43:40.224","ATLAS_Bot1","","2024TNSTR1343....1T","",""
"150835","AT 2024hwv","15:58:47.010","-70:43:37.08","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24gns","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4","","1","1","","17.883","orange-ATLAS","2024-05-02 06:36:04.320","ATLAS_Bot1","","2024TNSTR1343....1T","",""
"150830","AT 2024hwt","11:20:26.766","+62:07:17.27","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bar","GOTO-N - GOTO-1","","1","1","","20.58","L-GOTO","2024-05-02 23:06:57.024","GOTO_bot","","2024TNSTR1357....1A","",""
"150829","AT 2024hws","09:57:09.472","+62:01:04.94","","","","","","","","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24bao","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-2","","1","1","","19.35","L-GOTO","2024-05-02 23:30:30.528","GOTO_bot","","2024TNSTR1356....1G","",""
"150824","AT 2024hwn","10:45:20.200","+63:23:03.23","","","","","","","","","","","","GOTO, ZTF, Pan-STARRS","GOTO, ZTF, Pan-STARRS","","GOTO; Pan-STARRS; ZTF","GOTO24azq","GOTO-N - GOTO-1, P48 - ZTF-Cam, PS1 - GPC1","","1","1","","20.06","L-GOTO","2024-05-02 21:58:40.800","GOTO_bot","","2024TNSTR1325....1G","",""
"150820","AT 2024hwm","08:27:37.335","+17:06:29.92","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24azu","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","19.89","L-GOTO","2024-05-02 21:02:17.376","GOTO_bot","","2024TNSTR1326....1G","",""
"150818","AT 2024hwl","08:20:46.509","+16:38:38.31","","","","","","","","","","","","GOTO, AMPEL, ATLAS","GOTO, ZTF, ATLAS","","AMPEL; ATLAS; GOTO","GOTO24azj","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.66","L-GOTO","2024-05-02 21:02:17.376","GOTO_bot","","2024TNSTR1327....1U","",""
"150817","AT 2024hwk","00:15:42.548","-41:29:00.54","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24gqh","ATLAS-CHL - ATLAS-04, GOTO-S - GOTO-3","","1","1","","18.234","orange-ATLAS","2024-05-02 09:00:23.328","ATLAS_Bot1","","2024TNSTR1316....1T","",""
"150805","SN 2024hvz","16:19:22.312","-03:08:42.33","SN Ia","","","","","","","","0.058","","","ALeRCE, GOTO, ATLAS, Fink","ZTF, GOTO, ATLAS","DEbass","ALeRCE; ATLAS; Fink; GOTO","ZTF24aalsuwb","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","ANU-2.3m - WiFeS","1","1","","20.645","g-ZTF","2024-04-30 08:59:43.999","ALeRCE","","2024TNSTR1314....1M","2024TNSCR1464....1M",""
"150804","SN 2024hvy","19:11:36.724","+51:58:04.94","SN Ia","","","","","","","","0.059","WISEA J191135.61+515835.5","","ALeRCE, Fink, ATLAS, GOTO","ZTF, ATLAS, GOTO","ZTF","ALeRCE; ATLAS; Fink; GOTO","ZTF24aalubmp","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-2, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.5291","g-ZTF","2024-05-02 10:21:51.002","ALeRCE","","2024TNSTR1314....1M","2024TNSCR1421....1F",""
"150785","AT 2024hvf","18:19:55.542","+18:36:13.41","","","","","","","","","","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","","ATLAS; GOTO; ZTF","ZTF24aakzjyd","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","19.9041","g-ZTF","2024-04-28 10:30:28.002","Fritz","","2024TNSTR1335....1R","",""
"150777","AT 2024huy","12:04:05.139","-29:30:40.01","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24gqy","ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.347","cyan-ATLAS","2024-05-01 22:12:23.328","ATLAS_Bot1","","2024TNSTR1316....1T","",""
"150775","AT 2024huw","17:24:55.916","+22:31:28.68","","","","","","","","","","","","GOTO, ZTF","GOTO, ZTF","","GOTO; ZTF","GOTO24azf","GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","19.73","L-GOTO","2024-05-01 02:54:53.280","GOTO_bot","","2024TNSTR1324....1G","",""
"150771","AT 2024hus","10:27:24.117","-27:29:38.23","","","","","","","","","","","","ATLAS, BlackGEM, GOTO","ATLAS, BlackGEM, GOTO","","ATLAS; BlackGEM; GOTO","ATLAS24gps","ATLAS-STH - ATLAS-03, BG4 - BlackGEM-Cam4, GOTO-S - GOTO-3","","1","1","","19.027","cyan-ATLAS","2024-05-01 20:41:34.944","ATLAS_Bot1","","2024TNSTR1316....1T","",""
"151298","AT 2024iob","17:49:11.110","-21:10:19.99","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bii","Gaia - Gaia-photometric","","1","1","","18.17","G-Gaia","2024-05-02 14:19:40.800","Gaia_Bot1","","2024TNSTR1456....1H","",""
"151297","AT 2024ioa","17:48:24.700","-30:42:52.38","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bih","Gaia - Gaia-photometric","","1","1","","19.03","G-Gaia","2024-05-02 14:29:45.600","Gaia_Bot1","","2024TNSTR1456....1H","",""
"151296","AT 2024inz","05:48:41.560","+25:54:42.30","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24big","Gaia - Gaia-photometric","","1","1","","13.24","G-Gaia","2024-05-02 09:25:55.200","Gaia_Bot1","","2024TNSTR1456....1H","",""
"151288","AT 2024ins","17:04:35.283","-80:34:23.34","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24hco","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.065","orange-ATLAS","2024-05-06 05:17:41.568","ATLAS_Bot1","","2024TNSTR1455....1T","",""
"151282","AT 2024inm","23:49:00.442","-28:02:24.40","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24hbu","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3","","1","1","","18.909","cyan-ATLAS","2024-05-06 03:42:14.112","ATLAS_Bot1","","2024TNSTR1455....1T","",""
"151276","AT 2024ing","11:04:36.505","-24:55:00.66","","","","","","","","","","","","ATLAS, ALeRCE, Pan-STARRS, GOTO","ATLAS, ZTF, Pan-STARRS, GOTO","","ALeRCE; ATLAS; GOTO; Pan-STARRS","ATLAS24hbo","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4, P48 - ZTF-Cam, PS1 - GPC1","","1","1","","19.538","cyan-ATLAS","2024-05-08 19:51:09.216","ATLAS_Bot1","","2024TNSTR1455....1T","",""
"151263","AT 2024imt","12:06:32.518","-16:57:38.08","","","","","","","","","","","","ATLAS, Pan-STARRS, GOTO","ATLAS, Pan-STARRS, GOTO","","ATLAS; GOTO; Pan-STARRS","ATLAS24has","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-2, PS1 - GPC1","","1","1","","19.451","cyan-ATLAS","2024-05-08 20:42:50.976","ATLAS_Bot1","","2024TNSTR1455....1T","",""
"151262","AT 2024ims","22:05:23.976","+11:39:34.42","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24har","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-2, GOTO-S - GOTO-3","","1","1","","18.386","cyan-ATLAS","2024-05-07 03:43:09.408","ATLAS_Bot1","","2024TNSTR1455....1T","",""
